#{"t_start": 1763674313.4397767, "env_id": "None"}
r,l,t
-5318.094652,1,70.74103
-5778.155072,1,70.74154
-5108.906829,1,70.742002
-4796.39561,1,70.742576
-5019.208814,1,70.743038
-4167.658519,1,70.74351
-5222.121893,1,70.743973
-5169.397097,1,70.744444
-4788.3006,1,70.744905
-5335.699638,1,70.745379
-5545.152649,1,70.745906
-5080.604828,1,70.746392
-5285.60864,1,70.746852
-5728.809917,1,70.747322
-4414.636589,1,70.747779
-5206.685859,1,70.748259
-5875.077843,1,70.748757
-4838.484575,1,70.749228
-5301.361651,1,70.749689
-4682.069991,1,70.75015
-4430.320705,1,70.750619
-4494.198541,1,70.751078
-5421.462084,1,70.751556
-5018.414193,1,70.752014
-4288.277293,1,70.752483
-4928.491341,1,70.75294
-5564.412131,1,70.75341
-6064.208253,1,70.753868
-5359.513089,1,70.754334
-5131.730716,1,70.754793
-5508.508397,1,70.755268
-6033.716407,1,70.755725
-6031.31794,1,70.756197
-5901.51313,1,70.756655
-5072.228058,1,70.757125
-5276.479836,1,70.757595
-4990.624961,1,70.758055
-4635.740931,1,70.758524
-5647.694523,1,70.758981
-4865.435777,1,70.759451
-4698.364732,1,70.759909
-5080.173978,1,70.760376
-4714.731552,1,70.760834
-5044.101046,1,70.761309
-6078.452472,1,70.761882
-5042.376549,1,70.762527
-4876.087836,1,70.763002
-5407.025339,1,70.763477
-5610.92476,1,70.763937
-5542.383813,1,70.764405
-5768.283686,1,70.764861
-4830.722409,1,70.765332
-4430.932828,1,70.76579
-6341.480182,1,70.766263
-4715.69077,1,70.766719
-5467.00127,1,70.767192
-4937.308807,1,70.767671
-4862.74428,1,70.768152
-5474.428497,1,70.768624
-5450.90781,1,70.769086
-5561.920644,1,70.769557
-4612.215282,1,70.770022
-5308.424986,1,70.770494
-5120.698671,1,70.770954
-5342.839541,1,70.771428
-4675.448694,1,70.771888
-4520.941093,1,70.772366
-5402.58278,1,70.772826
-5192.050405,1,70.773295
-4907.631674,1,70.773753
-5507.421591,1,70.774225
-3868.168745,1,70.774682
-4983.367601,1,70.775151
-4942.930137,1,70.775668
-5931.193282,1,70.776137
-5193.909916,1,70.776614
-5565.682973,1,70.777073
-6366.688712,1,70.777552
-4676.876745,1,70.778013
-5005.73461,1,70.7785
-5346.448424,1,70.778968
-4995.826899,1,70.779444
-4905.85024,1,70.779901
-5657.558933,1,70.780382
-6060.283599,1,70.780844
-4277.796796,1,70.781316
-5375.492669,1,70.781776
-5636.919646,1,70.782248
-4522.162181,1,70.782708
-6088.759131,1,70.783173
-4797.663383,1,70.783643
-4198.739647,1,70.784107
-5656.039947,1,70.784575
-5892.203402,1,70.785034
-4514.727155,1,70.785509
-3932.269293,1,70.785967
-4986.800891,1,70.786443
-5152.197402,1,70.786904
-5532.026402,1,70.787387
-4351.399468,1,70.787849
-5697.093282,1,70.78832
-5768.472481,1,70.788781
-4976.358077,1,70.789251
-5348.509977,1,70.789709
-5012.386006,1,70.790165
-4763.252834,1,70.790632
-6064.880978,1,70.79112
-5176.755828,1,70.791594
-4692.985618,1,70.792059
-4920.95113,1,70.792575
-5325.011366,1,70.793048
-4854.477245,1,70.793531
-5573.905479,1,70.793993
-5212.895016,1,70.794471
-4679.009597,1,70.794937
-4595.203171,1,70.795415
-5050.192611,1,70.795881
-5062.33787,1,70.796403
-4316.760344,1,70.79686
-4680.790992,1,70.797339
-5900.676945,1,70.797801
-5461.453499,1,70.798272
-4576.953521,1,70.798804
-4949.024613,1,70.799282
-5608.491754,1,70.799761
-5676.138604,1,70.800359
-4527.55072,1,70.800827
-4527.538899,1,70.801296
-5010.027181,1,70.801754
-5179.651146,1,70.80223
-4833.669138,1,70.8027
-4320.910442,1,70.80316
-5866.154377,1,70.803632
-4585.545993,1,70.804094
-5286.823193,1,70.804565
-5530.801411,1,70.805026
-4995.061087,1,70.805498
-5213.007384,1,70.805956
-4916.887444,1,70.80643
-5542.228037,1,70.806887
-5841.747823,1,70.807357
-5040.057504,1,70.807816
-5401.171401,1,70.808303
-4903.361897,1,70.808793
-4982.083921,1,70.809294
-4862.231996,1,70.809755
-5344.018724,1,70.810227
-5190.987124,1,70.810714
-4490.304722,1,70.811175
-5219.684385,1,70.811646
-5283.278268,1,70.81211
-5744.258078,1,70.812584
-4903.122802,1,70.813046
-5281.501229,1,70.813516
-5856.392132,1,70.813977
-5431.840369,1,70.81445
-5392.089708,1,70.81491
-4166.505485,1,70.815381
-4887.116827,1,70.815842
-6060.630056,1,70.816313
-5568.620579,1,70.816775
-5020.46427,1,70.817243
-4771.380258,1,70.817703
-5610.933368,1,70.818165
-6104.841524,1,70.818635
-5313.065369,1,70.819094
-4998.287722,1,70.819565
-5435.693555,1,70.820034
-4388.577306,1,70.820509
-4372.681463,1,70.820969
-5281.419817,1,70.821442
-5243.445453,1,70.8219
-5571.436614,1,70.822369
-4330.174919,1,70.822826
-4335.703183,1,70.823296
-5154.029316,1,70.823757
-5081.962913,1,70.824232
-5097.000237,1,70.824692
-5589.385519,1,70.825155
-4742.991142,1,70.825668
-5220.593422,1,70.826141
-6015.436606,1,70.826614
-5173.141993,1,70.827075
-5852.194981,1,70.827556
-5228.458316,1,70.828095
-5503.090049,1,70.828637
-4910.099392,1,70.829106
-5670.050896,1,70.829578
-5056.451485,1,70.830039
-4381.329391,1,70.830514
-4712.573819,1,70.830976
-4872.218847,1,70.83145
-4867.452835,1,70.831907
-6010.105282,1,70.832384
-4362.100571,1,70.832843
-5878.412761,1,70.833325
-5897.135158,1,70.833801
-4497.942479,1,70.834282
-5034.670763,1,70.834795
-5465.804975,1,70.835284
-5650.23071,1,70.835754
-4201.015145,1,70.836232
-4977.968339,1,70.836697
-5013.680781,1,70.837165
-5954.255755,1,70.837682
-5157.29857,1,70.838152
-4918.68125,1,70.838625
-5590.608596,1,70.839087
-5439.488903,1,70.83956
-5603.905288,1,70.840105
-5440.582812,1,70.840682
-4661.179965,1,70.841153
-5576.43553,1,70.841621
-4059.219672,1,70.842083
-4786.854042,1,70.842608
-5019.224626,1,70.843068
-4520.078756,1,70.84356
-4938.449003,1,70.844022
-5065.838163,1,70.844503
-5469.320502,1,70.844964
-5269.230224,1,70.845447
-5456.297547,1,70.845914
-5343.955202,1,70.846388
-4110.20564,1,70.846847
-5706.877168,1,70.847318
-5076.829254,1,70.847777
-4504.604332,1,70.84825
-5156.91026,1,70.848712
-4949.214078,1,70.849175
-6143.296182,1,70.849645
-4642.950713,1,70.850103
-4201.401812,1,70.850575
-4754.953931,1,70.851035
-5117.596126,1,70.851507
-5046.315777,1,70.851968
-4468.437908,1,70.852452
-5232.370124,1,70.852911
-5784.493748,1,70.853415
-4864.248718,1,70.853877
-5237.164947,1,70.85435
-5566.152647,1,70.854819
-4442.511584,1,70.855293
-5046.525671,1,70.855757
-5434.382056,1,70.856233
-4835.036444,1,70.856704
-4512.027931,1,70.857165
-4958.78512,1,70.857637
-5945.415177,1,70.858096
-5575.85276,1,70.85857
-4446.172257,1,70.859089
-6147.457182,1,70.859566
-4370.896804,1,70.860029
-5518.037362,1,70.860651
-6178.963224,1,70.861114
-4908.937411,1,70.861601
-6229.234381,1,70.862061
-5256.879405,1,70.862545
-4892.26495,1,70.863007
-5366.857386,1,70.863481
-5262.414748,1,70.863941
-5684.0914,1,70.864412
-4735.322548,1,70.864871
-5347.620015,1,70.86535
-5350.173084,1,70.86581
-5523.347371,1,70.86628
-5953.566369,1,70.86674
-5187.724729,1,70.867211
-5993.519999,1,70.867673
-5221.0873,1,70.868138
-4639.964382,1,70.868608
-4740.353721,1,70.869068
-5302.147359,1,70.869545
-5809.476386,1,70.870002
-5000.591362,1,70.870486
-5221.0892,1,70.870952
-5113.831637,1,70.871435
-4383.562605,1,70.871897
-4909.174732,1,70.872367
-4641.485494,1,70.872825
-5798.414146,1,70.873297
-6112.146212,1,70.87378
-5425.874703,1,70.874253
-5515.366122,1,70.874712
-5085.767088,1,70.875172
-5600.704205,1,70.875699
-5180.945487,1,70.876163
-4591.293235,1,70.876642
-5073.776153,1,70.877108
-5364.524666,1,70.877581
-4953.561816,1,70.878042
-5027.381242,1,70.878514
-5539.759949,1,70.87898
-5736.623486,1,70.879455
-5522.904527,1,70.879916
-6228.762682,1,70.880388
-5573.646052,1,70.880847
-4517.044196,1,70.881321
-5109.467506,1,70.881778
-4548.670034,1,70.882253
-5414.198087,1,70.882713
-4300.810271,1,70.883172
-4488.025943,1,70.883649
-4659.998613,1,70.884121
-4657.283889,1,70.884589
-6155.006278,1,70.885046
-5818.03927,1,70.885548
-4978.434166,1,70.886006
-4463.650089,1,70.886476
-4546.832078,1,70.886943
-5794.676057,1,70.887422
-5196.442012,1,70.88788
-5497.321485,1,70.88835
-4776.947039,1,70.88881
-5049.641549,1,70.88928
-5505.536591,1,70.889738
-5617.391914,1,70.890207
-5498.581214,1,70.890667
-4967.670806,1,70.891136
-5059.676279,1,70.891674
-5893.204206,1,70.892214
-5319.133417,1,70.892748
-6197.374351,1,70.893303
-4568.431449,1,70.893839
-5005.137954,1,70.894391
-5171.980794,1,70.894884
-5162.255364,1,70.895361
-3506.495194,1,70.895872
-4916.674459,1,70.896361
-5536.326806,1,70.896869
-4454.305226,1,70.897342
-4833.817669,1,70.897802
-5325.031563,1,70.898277
-4449.012491,1,70.898739
-4985.868353,1,70.899211
-4795.671297,1,70.899674
-5240.401485,1,70.900135
-4899.73453,1,70.900606
-5871.979319,1,70.901066
-4952.473363,1,70.901542
-4593.087659,1,70.902003
-5715.908959,1,70.902514
-5543.277938,1,70.902977
-5913.237214,1,70.903451
-4508.632587,1,70.903913
-4645.538617,1,70.904383
-5610.06029,1,70.904844
-5621.383896,1,70.905316
-4229.003662,1,70.905776
-5653.825342,1,70.906244
-5345.75338,1,70.906706
-5418.798359,1,70.907169
-4825.11632,1,70.907641
-5380.448327,1,70.908101
-4427.559795,1,70.908578
-5376.980785,1,70.90909
-5601.850706,1,70.909564
-5524.262326,1,70.910028
-5108.836734,1,70.910508
-5275.225688,1,70.91097
-4869.085356,1,70.911445
-6390.963161,1,70.911905
-5744.613616,1,70.912401
-5451.616187,1,70.912867
-5116.84175,1,70.913341
-6030.960554,1,70.913823
-5491.712163,1,70.914296
-4614.3832,1,70.914759
-5310.624405,1,70.915232
-4955.464416,1,70.915695
-4844.350642,1,70.916159
-4693.344499,1,70.91663
-5131.436742,1,70.91709
-4530.32073,1,70.917574
-5012.379006,1,70.918034
-5356.345533,1,70.918505
-4966.451838,1,70.918966
-5348.49053,1,70.919441
-4845.797067,1,70.919901
-5256.667646,1,70.920373
-5006.122524,1,70.920871
-5583.929417,1,70.921347
-4678.84524,1,70.921808
-5888.499996,1,70.922278
-4765.602128,1,70.922733
-4670.288455,1,70.92321
-5001.607933,1,70.923675
-5512.33588,1,70.924136
-4754.040627,1,70.924731
-5554.315251,1,70.925221
-4794.758364,1,70.925738
-5436.121403,1,70.926213
-4974.646712,1,70.92668
-4660.81386,1,70.92714
-3933.190302,1,70.927623
-5845.167026,1,70.928085
-4881.90576,1,70.928556
-5380.390851,1,70.929027
-6093.749525,1,70.929502
-5265.355316,1,70.929967
-5338.10396,1,70.930441
-5516.275329,1,70.9309
-5188.459002,1,70.93137
-4685.780897,1,70.93183
-4706.557082,1,70.932299
-5859.726176,1,70.932756
-5098.047921,1,70.933224
-5295.03465,1,70.933681
-4450.142824,1,70.934139
-5213.866344,1,70.934609
-5543.634278,1,70.935101
-5697.596172,1,70.93562
-4448.328382,1,70.936084
-5670.197668,1,70.936553
-5507.327902,1,70.937024
-5498.061402,1,70.937501
-6690.387904,1,70.93796
-4653.944057,1,70.938457
-5606.091466,1,70.939083
-5463.311883,1,70.939598
-4877.762498,1,70.940071
-4367.762363,1,70.940543
-5406.87093,1,70.941023
-5077.954814,1,70.94154
-5110.672883,1,70.942004
-4595.908228,1,70.942528
-5149.190528,1,70.942986
-6741.800097,1,70.943465
-4860.650051,1,70.943927
-4684.008653,1,70.944407
-5258.069958,1,70.944867
-4961.375602,1,70.945341
-6259.848286,1,70.945809
-5355.655871,1,70.946277
-4540.278805,1,70.946735
-5659.036861,1,70.94721
-4901.590554,1,70.947682
-6117.126082,1,70.94814
-4458.643804,1,70.948614
-5643.824067,1,70.949076
-4868.324975,1,70.949546
-4474.302397,1,70.950003
-5354.553387,1,70.950472
-5793.933165,1,70.950928
-4651.166652,1,70.951397
-5369.841706,1,70.951856
-5754.874885,1,70.952335
-4835.858319,1,70.952796
-5501.454587,1,70.953267
-5575.138455,1,70.953732
-5321.068184,1,70.954264
-5637.270591,1,70.954729
-5054.514245,1,70.955197
-5887.724659,1,70.955657
-5930.542545,1,70.956123
-4625.363813,1,70.956605
-5354.887447,1,70.957064
-5132.165799,1,70.957536
-4915.902419,1,70.957993
-5841.42694,1,70.958462
-4910.479195,1,70.958966
-5655.765236,1,70.959472
-5638.169482,1,70.959943
-5102.952965,1,70.960421
-4906.399839,1,70.960884
-5418.986079,1,70.961355
-4691.463382,1,70.961821
-4868.579492,1,70.962303
-4380.909662,1,70.962765
-4796.708111,1,70.963238
-4634.96804,1,70.963684
-4932.878142,1,70.964128
-4653.406012,1,70.964586
-4952.366854,1,70.965029
-6614.252398,1,70.965492
-5789.833958,1,70.965936
-4269.87659,1,70.966392
-4546.26851,1,70.966834
-5691.579446,1,70.967287
-5428.239033,1,70.967731
-4191.337054,1,70.96819
-5662.230967,1,70.968637
-4560.394738,1,70.969083
-5347.103073,1,70.969538
-5403.523243,1,70.969979
-4628.176571,1,70.970431
-4181.682457,1,70.970949
-4397.459584,1,70.971423
-4875.91821,1,70.971882
-5377.978235,1,70.972354
-4154.186844,1,70.972811
-4157.775696,1,70.973278
-4591.502853,1,70.973735
-5658.029051,1,70.974207
-5914.434654,1,70.974668
-5713.293553,1,70.97513
-4930.401811,1,70.975649
-4216.635484,1,70.976113
-5147.273865,1,70.97659
-5022.453119,1,70.977048
-5479.863121,1,70.977529
-5534.085803,1,70.977985
-5009.092849,1,70.978463
-4248.682506,1,70.978926
-5313.949072,1,70.979408
-5037.080496,1,70.979869
-5348.500683,1,70.980343
-4426.552715,1,70.9808
-4960.226587,1,70.981306
-5016.659129,1,70.981814
-5852.023066,1,70.982291
-5102.96645,1,70.982755
-6021.738847,1,70.983226
-5524.483932,1,70.98369
-4228.182051,1,70.984151
-4916.470926,1,70.984617
-5501.001091,1,70.985074
-4878.354985,1,70.985543
-4602.197067,1,70.985998
-6167.581186,1,70.986531
-5690.769193,1,70.986994
-4759.796284,1,70.987477
-5189.325919,1,70.987936
-5115.771111,1,70.988428
-4974.267688,1,70.988887
-5086.00916,1,70.989366
-4987.226426,1,70.989828
-4574.128482,1,70.9903
-5032.348619,1,70.990757
-5483.020585,1,70.991223
-5344.074438,1,70.991679
-4675.461522,1,70.992151
-5557.591897,1,70.992664
-5680.341949,1,70.99313
-5462.961725,1,70.993611
-5940.272545,1,70.994091
-4837.11444,1,70.994646
-5339.422057,1,70.995201
-5445.583561,1,70.995757
-4562.876628,1,70.996341
-5371.60599,1,70.99691
-6026.994393,1,70.997475
-5130.135209,1,70.998063
-5753.425584,1,70.998672
-5633.90607,1,70.999291
-4646.873078,1,70.999867
-4997.017848,1,71.000501
-4456.40252,1,71.001112
-6213.536674,1,71.001695
-4738.027382,1,71.002331
-5090.200375,1,71.002941
-5084.683205,1,71.003516
-5520.632198,1,71.004115
-5555.117111,1,71.004722
-5369.73644,1,71.005367
-5073.063806,1,71.005855
-4804.964043,1,71.006334
-4595.750108,1,71.006797
-6336.83024,1,71.007275
-5214.273983,1,71.007737
-4922.630251,1,71.008212
-4791.378477,1,71.008676
-5986.065148,1,71.009224
-4897.991634,1,71.009697
-4593.643622,1,71.010168
-5490.690978,1,71.010651
-4954.82936,1,71.011116
-5287.82484,1,71.011594
-5640.768193,1,71.012054
-5304.864102,1,71.012533
-4814.41046,1,71.012992
-5353.434959,1,71.013467
-5202.315251,1,71.013926
-5200.737547,1,71.014399
-5395.064722,1,71.014853
-5590.277016,1,71.015335
-5058.171141,1,71.015791
-5528.465388,1,71.016263
-5834.854471,1,71.016719
-5787.081465,1,71.017176
-4591.959205,1,71.017642
-4813.798604,1,71.018101
-4584.564188,1,71.018577
-6105.926426,1,71.019038
-4790.14342,1,71.019508
-5232.331497,1,71.019968
-5985.671696,1,71.020439
-4993.228039,1,71.020924
-5258.37071,1,71.021427
-4658.177029,1,71.02189
-5629.968361,1,71.022365
-5147.475161,1,71.022825
-5644.220314,1,71.023302
-4865.677613,1,71.023763
-5126.490763,1,71.024279
-6196.561128,1,71.024779
-5187.95772,1,71.025252
-4778.392415,1,71.025791
-5789.045632,1,71.026274
-5575.672082,1,71.026745
-5383.271667,1,71.027215
-6255.456656,1,71.027684
-5534.661463,1,71.028147
-4614.753477,1,71.028626
-4816.671972,1,71.029095
-5204.482483,1,71.029561
-4405.154885,1,71.030007
-5841.201635,1,71.030472
-5356.222108,1,71.03092
-5475.146146,1,71.031378
-4195.768471,1,71.031825
-5477.506339,1,71.032286
-5722.03071,1,71.032731
-4185.527447,1,71.03319
-4444.065161,1,71.033637
-5648.374844,1,71.034083
-4877.227736,1,71.034568
-4931.925078,1,71.035094
-6060.229986,1,71.035565
-5378.537981,1,71.036026
-4742.898757,1,71.036538
-5042.47491,1,71.037009
-4696.455808,1,71.037478
-5574.945975,1,71.037936
-5331.948059,1,71.038411
-4339.54559,1,71.038872
-4298.154099,1,71.039345
-5230.019228,1,71.039806
-5235.682762,1,71.040291
-5033.676158,1,71.040751
-5184.941273,1,71.041219
-5801.874099,1,71.041684
-4341.411994,1,71.042203
-4995.051134,1,71.042684
-5585.60988,1,71.043147
-4456.558121,1,71.043632
-5153.044921,1,71.044098
-4242.492375,1,71.044608
-4952.474752,1,71.045071
-4965.954664,1,71.045546
-5308.338317,1,71.04602
-5093.181305,1,71.04649
-5150.971723,1,71.046939
-5151.34366,1,71.047395
-5204.608409,1,71.047842
-5624.2363,1,71.048306
-5621.975214,1,71.048753
-4710.929818,1,71.049208
-4276.92315,1,71.049655
-4746.426626,1,71.050101
-5243.951107,1,71.050558
-5351.569791,1,71.051003
-5525.704756,1,71.051459
-4854.757479,1,71.051903
-4851.396055,1,71.052416
-5651.933529,1,71.052881
-4551.574833,1,71.053354
-4785.109981,1,71.053814
-5690.890291,1,71.054289
-4949.461261,1,71.054751
-4830.595983,1,71.055222
-5308.940395,1,71.055684
-5219.13281,1,71.056144
-4599.164846,1,71.056619
-4119.756776,1,71.057081
-5384.337819,1,71.057553
-5361.671409,1,71.058013
-6277.625362,1,71.058486
-4434.401595,1,71.059014
-5065.671886,1,71.059501
-5178.887312,1,71.059964
-5430.873066,1,71.060456
-5838.499423,1,71.060915
-5061.477106,1,71.061396
-4602.769161,1,71.061863
-5289.255696,1,71.062342
-4744.703485,1,71.062803
-4576.090234,1,71.063279
-4519.728609,1,71.063741
-5350.885987,1,71.064213
-5475.271887,1,71.064675
-4460.753983,1,71.065133
-4980.268431,1,71.065608
-5705.513722,1,71.066067
-5070.620617,1,71.066572
-4766.531668,1,71.06707
-5207.233311,1,71.067576
-5501.805011,1,71.068038
-5172.10435,1,71.068515
-5547.158659,1,71.068975
-5188.176574,1,71.069449
-5532.589268,1,71.069916
-5354.564946,1,71.070391
-5380.870888,1,71.07085
-5510.204581,1,71.071392
-5602.643029,1,71.0719
-5658.161843,1,71.072378
-4927.867484,1,71.07286
-4289.81971,1,71.073338
-5591.763736,1,71.073827
-4616.28842,1,71.074308
-3797.174932,1,71.074832
-4721.601824,1,71.07537
-5331.746726,1,71.076
-5217.316142,1,71.076477
-6086.456827,1,71.076926
-5228.683262,1,71.077382
-5293.92173,1,71.07786
-5684.016799,1,71.0784
-5999.404263,1,71.078953
-4948.635992,1,71.079471
-5509.987192,1,71.079979
-6042.676969,1,71.080478
-5138.371254,1,71.080982
-4694.91823,1,71.081532
-5284.792193,1,71.082014
-4949.695431,1,71.082496
-5263.849383,1,71.082974
-4777.583504,1,71.083449
-6020.748369,1,71.08391
-4783.927703,1,71.084387
-5639.265812,1,71.084867
-5599.267381,1,71.085345
-5026.662522,1,71.085805
-5756.282957,1,71.08628
-5347.86717,1,71.086764
-5145.93044,1,71.087323
-4657.787764,1,71.087801
-4737.95031,1,71.088368
-4661.489804,1,71.08891
-5260.671958,1,71.089409
-5947.97589,1,71.089881
-5419.404773,1,71.090369
-5463.93423,1,71.09084
-4706.77271,1,71.091333
-5021.34323,1,71.091806
-6293.567852,1,71.092352
-5089.236909,1,71.09283
-5107.409022,1,71.093327
-5303.18575,1,71.093804
-5465.045395,1,71.094304
-4668.685228,1,71.094781
-5411.214254,1,71.095265
-5185.43229,1,71.095758
-5603.458767,1,71.09625
-5552.713304,1,71.096725
-5079.474176,1,71.097212
-5039.75202,1,71.097688
-5053.262317,1,71.098164
-5267.072366,1,71.098649
-4531.525839,1,71.099123
-5251.082392,1,71.099611
-5687.747753,1,71.100084
-4889.924783,1,71.100573
-5133.074946,1,71.101046
-4739.879222,1,71.101542
-5287.134938,1,71.102014
-5494.534563,1,71.102505
-5256.89939,1,71.102981
-4846.643866,1,71.103466
-5312.312856,1,71.103975
-6508.893757,1,71.104475
-4595.73223,1,71.104949
-5083.957665,1,71.105451
-5387.639666,1,71.105967
-5448.797755,1,71.106454
-5738.946175,1,71.106915
-5195.447142,1,71.107485
-5871.731611,1,71.107946
-5551.114492,1,71.108426
-4533.20796,1,71.108886
-4812.940594,1,71.109444
-4589.865227,1,71.110052
-5773.672008,1,71.110619
-5535.707269,1,71.111091
-5255.783557,1,71.111592
-4980.022818,1,71.112056
-5178.618931,1,71.112519
-4908.551658,1,71.112961
-4872.584056,1,71.113446
-5494.954758,1,71.113943
-4678.763313,1,71.11443
-4954.681085,1,71.114886
-5962.424772,1,71.115363
-4765.228177,1,71.115838
-4539.611004,1,71.116328
-4985.685508,1,71.116802
-3997.5847,1,71.117278
-4901.328309,1,71.117734
-5315.781001,1,71.1182
-5473.596902,1,71.118673
-5746.030459,1,71.119136
-5032.555238,1,71.119674
-5348.262459,1,71.12017
-5608.950146,1,71.120663
-5395.214003,1,71.121143
-5641.925014,1,71.121664
-5047.628233,1,71.122174
-4739.708171,1,71.122709
-5298.111668,1,71.123201
-5232.871212,1,71.123683
-6286.842973,1,71.124166
-4709.989659,1,71.124666
-4754.346668,1,71.12516
-4736.067995,1,71.125702
-4598.663896,1,71.126171
-5849.422262,1,71.126651
-5633.003397,1,71.127111
-5728.181968,1,71.127596
-5319.478362,1,71.128058
-6027.710916,1,71.128538
-4476.925348,1,71.129002
-5444.64516,1,71.129473
-4902.188772,1,71.129933
-5542.553733,1,71.13041
-5451.421248,1,71.13087
-5465.880042,1,71.131347
-5847.33465,1,71.131811
-6122.307599,1,71.132283
-5268.36966,1,71.132754
-5087.666925,1,71.133226
-4397.592299,1,71.133686
-4998.74884,1,71.134145
-4611.968416,1,71.13462
-6014.741744,1,71.135124
-5206.218976,1,71.135602
-5638.588748,1,71.136061
-4905.861793,1,71.136538
-5926.803023,1,71.136997
-4933.253714,1,71.13747
-5509.749362,1,71.137929
-4534.344354,1,71.138398
-5157.613862,1,71.13888
-3725.135819,1,71.139498
-5217.717648,1,71.139982
-4865.023992,1,71.140475
-5615.574045,1,71.140959
-5395.693753,1,71.14149
-6114.580065,1,71.141974
-5148.246142,1,71.142521
-5438.734329,1,71.14299
-4946.66475,1,71.143475
-6539.428604,1,71.143937
-5780.284297,1,71.14441
-5166.152509,1,71.144874
-4915.11826,1,71.145347
-4926.746365,1,71.145816
-5379.069441,1,71.146294
-4735.053471,1,71.146766
-5187.066933,1,71.147248
-5093.690605,1,71.147722
-5669.967792,1,71.1482
-5204.249447,1,71.148673
-5740.788203,1,71.149145
-5143.010548,1,71.149626
-5397.792805,1,71.150096
-5137.130085,1,71.150578
-5079.830261,1,71.151048
-5157.681735,1,71.15153
-4815.037709,1,71.15204
-5850.307551,1,71.15261
-5736.302864,1,71.153082
-4958.940357,1,71.153562
-5068.336063,1,71.154031
-4832.726425,1,71.154511
-5812.53528,1,71.154988
-4556.584914,1,71.155479
-4692.843879,1,71.155954
-6080.906721,1,71.156444
-4691.571013,1,71.156917
-5214.032844,1,71.157403
-5657.069264,1,71.157871
-5351.250514,1,71.158352
-5307.376679,1,71.158871
-5212.442659,1,71.159359
-5596.292637,1,71.15983
-4172.19956,1,71.160311
-6119.315369,1,71.160795
-5724.610713,1,71.161275
-5287.801039,1,71.161751
-5246.039394,1,71.162239
-5703.138193,1,71.162708
-5081.630792,1,71.163189
-5248.888348,1,71.163668
-5414.20015,1,71.164138
-5716.921835,1,71.164619
-6263.903884,1,71.165084
-5905.776175,1,71.165552
-5811.431381,1,71.166012
-4545.374118,1,71.166482
-5059.38796,1,71.166942
-4442.781708,1,71.167413
-5047.474485,1,71.167876
-4998.00202,1,71.168348
-5203.085834,1,71.168808
-5352.287646,1,71.169302
-4313.29505,1,71.169768
-5208.741429,1,71.170241
-5731.600038,1,71.170704
-5027.920989,1,71.171163
-4955.17526,1,71.171637
-5364.820699,1,71.172097
-5020.603056,1,71.172573
-4850.83875,1,71.173033
-5126.904599,1,71.173501
-4826.651116,1,71.17396
-4633.883389,1,71.174444
-4489.112846,1,71.174909
-5313.61287,1,71.175408
-5235.862923,1,71.1759
-5450.44506,1,71.176379
-4667.559897,1,71.176843
-5679.475692,1,71.177312
-5017.671872,1,71.17778
-4930.530589,1,71.178251
-3915.511169,1,71.178714
-4687.89846,1,71.179178
-5502.535692,1,71.179651
-5519.736662,1,71.180111
-3929.830205,1,71.180587
-4980.684709,1,71.181046
-5591.358562,1,71.181519
-5428.025695,1,71.181978
-4497.704176,1,71.182453
-5122.014047,1,71.182913
-4363.086867,1,71.183389
-5742.497788,1,71.183849
-5472.472409,1,71.184319
-4443.632299,1,71.184783
-5788.117755,1,71.185251
-5178.464618,1,71.185711
-5642.032821,1,71.186196
-4838.198523,1,71.186665
-4764.578437,1,71.187124
-4391.672179,1,71.187603
-5102.602153,1,71.188061
-5294.748093,1,71.188528
-5413.237597,1,71.188989
-5308.297306,1,71.189471
-4938.75578,1,71.18994
-5400.094325,1,71.190418
-4598.956951,1,71.190881
-5306.030564,1,71.191351
-6203.048836,1,71.191809
-4590.388107,1,71.192332
-5788.728103,1,71.192794
-5110.031597,1,71.193279
-4492.646964,1,71.193748
-5226.914446,1,71.194221
-4887.018597,1,71.194762
-4962.144131,1,71.195311
-5618.209645,1,71.19579
-5872.640798,1,71.196302
-5246.763642,1,71.196777
-4825.88512,1,71.197263
-5757.211832,1,71.19774
-5198.133068,1,71.198222
-4496.528517,1,71.198692
-5375.104626,1,71.199163
-5670.978949,1,71.199642
-5221.808355,1,71.200112
-4547.418137,1,71.200591
-4977.605098,1,71.201061
-5978.756415,1,71.201541
-5694.772451,1,71.202012
-5187.696354,1,71.202543
-5997.913028,1,71.203012
-4407.131553,1,71.203495
-6103.818679,1,71.203964
-5348.323304,1,71.204447
-4266.79638,1,71.204921
-6040.422608,1,71.205402
-5164.127511,1,71.205873
-4940.004649,1,71.206354
-4625.902456,1,71.206822
-5348.966051,1,71.207306
-4552.84362,1,71.207776
-4539.441439,1,71.208256
-4829.138653,1,71.208757
-5445.763736,1,71.209238
-5435.008714,1,71.20972
-4663.827929,1,71.210201
-5572.819592,1,71.210669
-4925.199683,1,71.211132
-5347.869117,1,71.211608
-5516.654287,1,71.212071
-5083.86671,1,71.212548
-5107.589782,1,71.213008
-5396.612904,1,71.213488
-4921.405809,1,71.213976
-5023.855524,1,71.214451
-4767.218214,1,71.214911
-4297.962412,1,71.215389
-4760.662454,1,71.21585
-4628.305127,1,71.216322
-4578.995632,1,71.216782
-5632.937514,1,71.217249
-4077.137448,1,71.21771
